batch_id,image_id,defect_present,defect_type,severity,inspection_result
BATCH-20260310-1287,IMG-01287,False,none,0,PASS
BATCH-20260310-1288,IMG-01288,False,none,0,PASS
BATCH-20260310-1289,IMG-01289,False,none,0,PASS
BATCH-20260310-1290,IMG-01290,False,none,0,PASS
BATCH-20260310-1291,IMG-01291,False,none,0,PASS
BATCH-20260310-1292,IMG-01292,False,none,0,PASS
BATCH-20260310-1293,IMG-01293,False,none,0,PASS
BATCH-20260310-1294,IMG-01294,False,none,0,PASS
BATCH-20260310-1295,IMG-01295,False,none,0,PASS
BATCH-20260310-1296,IMG-01296,False,none,0,PASS
BATCH-20260310-1297,IMG-01297,False,none,0,PASS
BATCH-20260310-1298,IMG-01298,False,none,0,PASS
BATCH-20260310-1299,IMG-01299,False,none,0,PASS
BATCH-20260311-1300,IMG-01300,False,none,0,PASS
BATCH-20260311-1301,IMG-01301,False,none,0,PASS
BATCH-20260311-1302,IMG-01302,False,none,0,PASS
BATCH-20260311-1303,IMG-01303,False,none,0,PASS
BATCH-20260311-1304,IMG-01304,True,sand_inclusion,2,PASS
BATCH-20260311-1305,IMG-01305,False,none,0,PASS
BATCH-20260311-1306,IMG-01306,False,none,0,PASS
BATCH-20260311-1307,IMG-01307,False,none,0,PASS
BATCH-20260311-1308,IMG-01308,False,none,0,PASS
BATCH-20260311-1309,IMG-01309,False,none,0,PASS
BATCH-20260311-1310,IMG-01310,False,none,0,PASS
BATCH-20260311-1311,IMG-01311,False,none,0,PASS
BATCH-20260311-1312,IMG-01312,False,none,0,PASS
BATCH-20260311-1313,IMG-01313,False,none,0,PASS
BATCH-20260311-1314,IMG-01314,True,hot_tear,5,REWORK
BATCH-20260311-1315,IMG-01315,False,none,0,PASS
BATCH-20260311-1316,IMG-01316,False,none,0,PASS
BATCH-20260311-1317,IMG-01317,False,none,0,PASS
BATCH-20260311-1318,IMG-01318,False,none,0,PASS
BATCH-20260311-1319,IMG-01319,True,cold_shut,3,FAIL
BATCH-20260311-1320,IMG-01320,False,none,0,PASS
BATCH-20260311-1321,IMG-01321,False,none,0,PASS
BATCH-20260311-1322,IMG-01322,False,none,0,PASS
BATCH-20260311-1323,IMG-01323,True,sand_inclusion,4,REWORK
BATCH-20260311-1324,IMG-01324,True,gas_porosity,2,PASS
BATCH-20260311-1325,IMG-01325,False,none,0,PASS
BATCH-20260311-1326,IMG-01326,False,none,0,PASS
BATCH-20260311-1327,IMG-01327,False,none,0,PASS
BATCH-20260311-1328,IMG-01328,False,none,0,PASS
BATCH-20260311-1329,IMG-01329,False,none,0,PASS
BATCH-20260311-1330,IMG-01330,False,none,0,PASS
BATCH-20260311-1331,IMG-01331,False,none,0,PASS
BATCH-20260311-1332,IMG-01332,False,none,0,PASS
BATCH-20260311-1333,IMG-01333,False,none,0,PASS
BATCH-20260311-1334,IMG-01334,False,none,0,PASS
BATCH-20260311-1335,IMG-01335,False,none,0,PASS
BATCH-20260311-1336,IMG-01336,False,none,0,PASS
BATCH-20260311-1337,IMG-01337,False,none,0,PASS
BATCH-20260311-1338,IMG-01338,False,none,0,PASS
BATCH-20260311-1339,IMG-01339,False,none,0,PASS
BATCH-20260311-1340,IMG-01340,False,none,0,PASS
BATCH-20260311-1341,IMG-01341,False,none,0,PASS
BATCH-20260311-1342,IMG-01342,False,none,0,PASS
BATCH-20260311-1343,IMG-01343,False,none,0,PASS
BATCH-20260311-1344,IMG-01344,False,none,0,PASS
BATCH-20260311-1345,IMG-01345,False,none,0,PASS
BATCH-20260311-1346,IMG-01346,False,none,0,PASS
BATCH-20260311-1347,IMG-01347,False,none,0,PASS
BATCH-20260311-1348,IMG-01348,False,none,0,PASS
BATCH-20260311-1349,IMG-01349,False,none,0,PASS
BATCH-20260311-1350,IMG-01350,False,none,0,PASS
BATCH-20260311-1351,IMG-01351,False,none,0,PASS
BATCH-20260311-1352,IMG-01352,False,none,0,PASS
BATCH-20260311-1353,IMG-01353,False,none,0,PASS
BATCH-20260311-1354,IMG-01354,False,none,0,PASS
BATCH-20260311-1355,IMG-01355,False,none,0,PASS
BATCH-20260311-1356,IMG-01356,False,none,0,PASS
BATCH-20260311-1357,IMG-01357,False,none,0,PASS
BATCH-20260311-1358,IMG-01358,False,none,0,PASS
BATCH-20260311-1359,IMG-01359,False,none,0,PASS
BATCH-20260311-1360,IMG-01360,False,none,0,PASS
BATCH-20260311-1361,IMG-01361,True,sand_inclusion,3,FAIL
BATCH-20260311-1362,IMG-01362,False,none,0,PASS
BATCH-20260311-1363,IMG-01363,False,none,0,PASS
BATCH-20260311-1364,IMG-01364,False,none,0,PASS
BATCH-20260311-1365,IMG-01365,False,none,0,PASS
BATCH-20260311-1366,IMG-01366,False,none,0,PASS
BATCH-20260311-1367,IMG-01367,False,none,0,PASS
BATCH-20260311-1368,IMG-01368,False,none,0,PASS
BATCH-20260311-1369,IMG-01369,False,none,0,PASS
BATCH-20260311-1370,IMG-01370,False,none,0,PASS
BATCH-20260311-1371,IMG-01371,False,none,0,PASS
BATCH-20260311-1372,IMG-01372,False,none,0,PASS
BATCH-20260311-1373,IMG-01373,True,sand_inclusion,5,REWORK
BATCH-20260311-1374,IMG-01374,False,none,0,PASS
BATCH-20260311-1375,IMG-01375,False,none,0,PASS
BATCH-20260311-1376,IMG-01376,False,none,0,PASS
BATCH-20260311-1377,IMG-01377,False,none,0,PASS
BATCH-20260311-1378,IMG-01378,False,none,0,PASS
BATCH-20260311-1379,IMG-01379,False,none,0,PASS
BATCH-20260311-1380,IMG-01380,False,none,0,PASS
BATCH-20260311-1381,IMG-01381,False,none,0,PASS
BATCH-20260311-1382,IMG-01382,False,none,0,PASS
BATCH-20260311-1383,IMG-01383,False,none,0,PASS
BATCH-20260311-1384,IMG-01384,False,none,0,PASS
BATCH-20260311-1385,IMG-01385,True,hot_tear,1,PASS
BATCH-20260311-1386,IMG-01386,False,none,0,PASS
BATCH-20260311-1387,IMG-01387,False,none,0,PASS
BATCH-20260311-1388,IMG-01388,False,none,0,PASS
BATCH-20260311-1389,IMG-01389,False,none,0,PASS
BATCH-20260311-1390,IMG-01390,False,none,0,PASS
BATCH-20260311-1391,IMG-01391,False,none,0,PASS
BATCH-20260311-1392,IMG-01392,False,none,0,PASS
BATCH-20260311-1393,IMG-01393,False,none,0,PASS
BATCH-20260311-1394,IMG-01394,False,none,0,PASS
BATCH-20260311-1395,IMG-01395,False,none,0,PASS
BATCH-20260311-1396,IMG-01396,True,gas_porosity,5,REWORK
BATCH-20260311-1397,IMG-01397,False,none,0,PASS
BATCH-20260311-1398,IMG-01398,False,none,0,PASS
BATCH-20260311-1399,IMG-01399,False,none,0,PASS
BATCH-20260311-1400,IMG-01400,False,none,0,PASS
BATCH-20260311-1401,IMG-01401,False,none,0,PASS
BATCH-20260311-1402,IMG-01402,False,none,0,PASS
BATCH-20260311-1403,IMG-01403,False,none,0,PASS
BATCH-20260311-1404,IMG-01404,False,none,0,PASS
BATCH-20260311-1405,IMG-01405,False,none,0,PASS
BATCH-20260311-1406,IMG-01406,False,none,0,PASS
BATCH-20260311-1407,IMG-01407,False,none,0,PASS
BATCH-20260311-1408,IMG-01408,False,none,0,PASS
BATCH-20260311-1409,IMG-01409,False,none,0,PASS
BATCH-20260311-1410,IMG-01410,False,none,0,PASS
BATCH-20260311-1411,IMG-01411,False,none,0,PASS
BATCH-20260311-1412,IMG-01412,False,none,0,PASS
BATCH-20260311-1413,IMG-01413,False,none,0,PASS
BATCH-20260311-1414,IMG-01414,False,none,0,PASS
BATCH-20260311-1415,IMG-01415,False,none,0,PASS
BATCH-20260311-1416,IMG-01416,False,none,0,PASS
BATCH-20260311-1417,IMG-01417,False,none,0,PASS
BATCH-20260312-1418,IMG-01418,False,none,0,PASS
BATCH-20260312-1419,IMG-01419,False,none,0,PASS
BATCH-20260312-1420,IMG-01420,False,none,0,PASS
BATCH-20260312-1421,IMG-01421,True,gas_porosity,5,REWORK
BATCH-20260312-1422,IMG-01422,False,none,0,PASS
BATCH-20260312-1423,IMG-01423,False,none,0,PASS
BATCH-20260312-1424,IMG-01424,False,none,0,PASS
BATCH-20260312-1425,IMG-01425,False,none,0,PASS
BATCH-20260312-1426,IMG-01426,True,sand_inclusion,3,FAIL
BATCH-20260312-1427,IMG-01427,False,none,0,PASS
BATCH-20260312-1428,IMG-01428,False,none,0,PASS
BATCH-20260312-1429,IMG-01429,False,none,0,PASS
BATCH-20260312-1430,IMG-01430,False,none,0,PASS
BATCH-20260312-1431,IMG-01431,False,none,0,PASS
BATCH-20260312-1432,IMG-01432,False,none,0,PASS
BATCH-20260312-1433,IMG-01433,False,none,0,PASS
BATCH-20260312-1434,IMG-01434,False,none,0,PASS
BATCH-20260312-1435,IMG-01435,False,none,0,PASS
BATCH-20260312-1436,IMG-01436,False,none,0,PASS
BATCH-20260312-1437,IMG-01437,False,none,0,PASS
BATCH-20260312-1438,IMG-01438,False,none,0,PASS
BATCH-20260312-1439,IMG-01439,False,none,0,PASS
BATCH-20260312-1440,IMG-01440,False,none,0,PASS
BATCH-20260312-1441,IMG-01441,False,none,0,PASS
BATCH-20260312-1442,IMG-01442,False,none,0,PASS
BATCH-20260312-1443,IMG-01443,False,none,0,PASS
BATCH-20260312-1444,IMG-01444,False,none,0,PASS
BATCH-20260312-1445,IMG-01445,False,none,0,PASS
BATCH-20260312-1446,IMG-01446,False,none,0,PASS
BATCH-20260312-1447,IMG-01447,False,none,0,PASS
BATCH-20260312-1448,IMG-01448,False,none,0,PASS
BATCH-20260312-1449,IMG-01449,False,none,0,PASS
BATCH-20260312-1450,IMG-01450,False,none,0,PASS
BATCH-20260312-1451,IMG-01451,True,cold_shut,5,REWORK
BATCH-20260312-1452,IMG-01452,False,none,0,PASS
BATCH-20260312-1453,IMG-01453,False,none,0,PASS
BATCH-20260312-1454,IMG-01454,False,none,0,PASS
BATCH-20260312-1455,IMG-01455,False,none,0,PASS
BATCH-20260312-1456,IMG-01456,False,none,0,PASS
BATCH-20260312-1457,IMG-01457,False,none,0,PASS
BATCH-20260312-1458,IMG-01458,False,none,0,PASS
BATCH-20260312-1459,IMG-01459,False,none,0,PASS
BATCH-20260312-1460,IMG-01460,False,none,0,PASS
BATCH-20260312-1461,IMG-01461,False,none,0,PASS
BATCH-20260312-1462,IMG-01462,False,none,0,PASS
BATCH-20260312-1463,IMG-01463,False,none,0,PASS
BATCH-20260312-1464,IMG-01464,False,none,0,PASS
BATCH-20260312-1465,IMG-01465,False,none,0,PASS
BATCH-20260312-1466,IMG-01466,False,none,0,PASS
BATCH-20260312-1467,IMG-01467,False,none,0,PASS
BATCH-20260312-1468,IMG-01468,False,none,0,PASS
BATCH-20260312-1469,IMG-01469,True,hot_tear,4,REWORK
BATCH-20260312-1470,IMG-01470,False,none,0,PASS
BATCH-20260312-1471,IMG-01471,False,none,0,PASS
BATCH-20260312-1472,IMG-01472,False,none,0,PASS
BATCH-20260312-1473,IMG-01473,False,none,0,PASS
BATCH-20260312-1474,IMG-01474,True,gas_porosity,4,REWORK
BATCH-20260312-1475,IMG-01475,False,none,0,PASS
BATCH-20260312-1476,IMG-01476,False,none,0,PASS
BATCH-20260312-1477,IMG-01477,False,none,0,PASS
BATCH-20260312-1478,IMG-01478,False,none,0,PASS
BATCH-20260312-1479,IMG-01479,True,gas_porosity,5,REWORK
BATCH-20260312-1480,IMG-01480,False,none,0,PASS
BATCH-20260312-1481,IMG-01481,False,none,0,PASS
BATCH-20260312-1482,IMG-01482,False,none,0,PASS
BATCH-20260312-1483,IMG-01483,False,none,0,PASS
BATCH-20260312-1484,IMG-01484,False,none,0,PASS
BATCH-20260312-1485,IMG-01485,False,none,0,PASS
BATCH-20260312-1486,IMG-01486,False,none,0,PASS
BATCH-20260312-1487,IMG-01487,False,none,0,PASS
BATCH-20260312-1488,IMG-01488,False,none,0,PASS
BATCH-20260312-1489,IMG-01489,False,none,0,PASS
BATCH-20260312-1490,IMG-01490,False,none,0,PASS
BATCH-20260312-1491,IMG-01491,False,none,0,PASS
BATCH-20260312-1492,IMG-01492,False,none,0,PASS
BATCH-20260312-1493,IMG-01493,False,none,0,PASS
BATCH-20260312-1494,IMG-01494,False,none,0,PASS
BATCH-20260312-1495,IMG-01495,False,none,0,PASS
BATCH-20260312-1496,IMG-01496,False,none,0,PASS
BATCH-20260312-1497,IMG-01497,False,none,0,PASS
BATCH-20260312-1498,IMG-01498,True,gas_porosity,2,PASS
BATCH-20260312-1499,IMG-01499,False,none,0,PASS
BATCH-20260312-1500,IMG-01500,False,none,0,PASS
BATCH-20260312-1501,IMG-01501,False,none,0,PASS
BATCH-20260312-1502,IMG-01502,False,none,0,PASS
BATCH-20260312-1503,IMG-01503,False,none,0,PASS
BATCH-20260312-1504,IMG-01504,False,none,0,PASS
BATCH-20260312-1505,IMG-01505,False,none,0,PASS
BATCH-20260312-1506,IMG-01506,False,none,0,PASS
BATCH-20260312-1507,IMG-01507,False,none,0,PASS
BATCH-20260312-1508,IMG-01508,False,none,0,PASS
BATCH-20260312-1509,IMG-01509,False,none,0,PASS
BATCH-20260312-1510,IMG-01510,False,none,0,PASS
BATCH-20260312-1511,IMG-01511,False,none,0,PASS
BATCH-20260312-1512,IMG-01512,False,none,0,PASS
BATCH-20260312-1513,IMG-01513,False,none,0,PASS
BATCH-20260312-1514,IMG-01514,False,none,0,PASS
BATCH-20260312-1515,IMG-01515,False,none,0,PASS
BATCH-20260312-1516,IMG-01516,True,hot_tear,1,PASS
BATCH-20260312-1517,IMG-01517,False,none,0,PASS
BATCH-20260312-1518,IMG-01518,False,none,0,PASS
BATCH-20260312-1519,IMG-01519,False,none,0,PASS
BATCH-20260312-1520,IMG-01520,False,none,0,PASS
BATCH-20260312-1521,IMG-01521,False,none,0,PASS
BATCH-20260312-1522,IMG-01522,True,cold_shut,3,FAIL
BATCH-20260312-1523,IMG-01523,False,none,0,PASS
BATCH-20260312-1524,IMG-01524,False,none,0,PASS
BATCH-20260312-1525,IMG-01525,False,none,0,PASS
BATCH-20260312-1526,IMG-01526,False,none,0,PASS
BATCH-20260312-1527,IMG-01527,False,none,0,PASS
BATCH-20260312-1528,IMG-01528,False,none,0,PASS
BATCH-20260312-1529,IMG-01529,False,none,0,PASS
BATCH-20260313-1530,IMG-01530,False,none,0,PASS
BATCH-20260313-1531,IMG-01531,False,none,0,PASS
BATCH-20260313-1532,IMG-01532,False,none,0,PASS
BATCH-20260313-1533,IMG-01533,False,none,0,PASS
BATCH-20260313-1534,IMG-01534,False,none,0,PASS
BATCH-20260313-1535,IMG-01535,True,gas_porosity,2,PASS
BATCH-20260313-1536,IMG-01536,True,hot_tear,4,REWORK
BATCH-20260313-1537,IMG-01537,False,none,0,PASS
BATCH-20260313-1538,IMG-01538,False,none,0,PASS
BATCH-20260313-1539,IMG-01539,False,none,0,PASS
BATCH-20260313-1540,IMG-01540,False,none,0,PASS
BATCH-20260313-1541,IMG-01541,False,none,0,PASS
BATCH-20260313-1542,IMG-01542,False,none,0,PASS
BATCH-20260313-1543,IMG-01543,False,none,0,PASS
BATCH-20260313-1544,IMG-01544,True,shrinkage,5,REWORK
BATCH-20260313-1545,IMG-01545,False,none,0,PASS
BATCH-20260313-1546,IMG-01546,False,none,0,PASS
BATCH-20260313-1547,IMG-01547,False,none,0,PASS
BATCH-20260313-1548,IMG-01548,False,none,0,PASS
BATCH-20260313-1549,IMG-01549,False,none,0,PASS
BATCH-20260313-1550,IMG-01550,False,none,0,PASS
BATCH-20260313-1551,IMG-01551,False,none,0,PASS
BATCH-20260313-1552,IMG-01552,False,none,0,PASS
BATCH-20260313-1553,IMG-01553,False,none,0,PASS
BATCH-20260313-1554,IMG-01554,False,none,0,PASS
BATCH-20260313-1555,IMG-01555,False,none,0,PASS
BATCH-20260313-1556,IMG-01556,False,none,0,PASS
BATCH-20260313-1557,IMG-01557,False,none,0,PASS
BATCH-20260313-1558,IMG-01558,False,none,0,PASS
BATCH-20260313-1559,IMG-01559,False,none,0,PASS
BATCH-20260313-1560,IMG-01560,False,none,0,PASS
BATCH-20260313-1561,IMG-01561,False,none,0,PASS
BATCH-20260313-1562,IMG-01562,False,none,0,PASS
BATCH-20260313-1563,IMG-01563,False,none,0,PASS
BATCH-20260313-1564,IMG-01564,False,none,0,PASS
BATCH-20260313-1565,IMG-01565,False,none,0,PASS
BATCH-20260313-1566,IMG-01566,False,none,0,PASS
BATCH-20260313-1567,IMG-01567,False,none,0,PASS
BATCH-20260313-1568,IMG-01568,False,none,0,PASS
BATCH-20260313-1569,IMG-01569,False,none,0,PASS
BATCH-20260313-1570,IMG-01570,False,none,0,PASS
BATCH-20260313-1571,IMG-01571,False,none,0,PASS
BATCH-20260313-1572,IMG-01572,False,none,0,PASS
BATCH-20260313-1573,IMG-01573,False,none,0,PASS
BATCH-20260313-1574,IMG-01574,False,none,0,PASS
BATCH-20260313-1575,IMG-01575,False,none,0,PASS
BATCH-20260313-1576,IMG-01576,False,none,0,PASS
BATCH-20260313-1577,IMG-01577,False,none,0,PASS
BATCH-20260313-1578,IMG-01578,False,none,0,PASS
BATCH-20260313-1579,IMG-01579,False,none,0,PASS
BATCH-20260313-1580,IMG-01580,False,none,0,PASS
BATCH-20260313-1581,IMG-01581,False,none,0,PASS
BATCH-20260313-1582,IMG-01582,False,none,0,PASS
BATCH-20260313-1583,IMG-01583,False,none,0,PASS
BATCH-20260313-1584,IMG-01584,False,none,0,PASS
BATCH-20260313-1585,IMG-01585,False,none,0,PASS
BATCH-20260313-1586,IMG-01586,False,none,0,PASS
BATCH-20260313-1587,IMG-01587,False,none,0,PASS
BATCH-20260313-1588,IMG-01588,False,none,0,PASS
BATCH-20260313-1589,IMG-01589,False,none,0,PASS
BATCH-20260313-1590,IMG-01590,False,none,0,PASS
BATCH-20260313-1591,IMG-01591,False,none,0,PASS
BATCH-20260313-1592,IMG-01592,False,none,0,PASS
BATCH-20260313-1593,IMG-01593,False,none,0,PASS
BATCH-20260313-1594,IMG-01594,False,none,0,PASS
BATCH-20260313-1595,IMG-01595,False,none,0,PASS
BATCH-20260313-1596,IMG-01596,False,none,0,PASS
BATCH-20260313-1597,IMG-01597,False,none,0,PASS
BATCH-20260313-1598,IMG-01598,True,cold_shut,3,FAIL
BATCH-20260313-1599,IMG-01599,False,none,0,PASS
BATCH-20260313-1600,IMG-01600,False,none,0,PASS
BATCH-20260313-1601,IMG-01601,False,none,0,PASS
BATCH-20260313-1602,IMG-01602,True,sand_inclusion,2,PASS
BATCH-20260313-1603,IMG-01603,False,none,0,PASS
BATCH-20260313-1604,IMG-01604,False,none,0,PASS
BATCH-20260313-1605,IMG-01605,False,none,0,PASS
BATCH-20260313-1606,IMG-01606,False,none,0,PASS
BATCH-20260313-1607,IMG-01607,False,none,0,PASS
BATCH-20260313-1608,IMG-01608,False,none,0,PASS
BATCH-20260313-1609,IMG-01609,False,none,0,PASS
BATCH-20260313-1610,IMG-01610,False,none,0,PASS
BATCH-20260313-1611,IMG-01611,False,none,0,PASS
BATCH-20260313-1612,IMG-01612,False,none,0,PASS
BATCH-20260313-1613,IMG-01613,False,none,0,PASS
BATCH-20260313-1614,IMG-01614,False,none,0,PASS
BATCH-20260313-1615,IMG-01615,False,none,0,PASS
BATCH-20260313-1616,IMG-01616,False,none,0,PASS
BATCH-20260313-1617,IMG-01617,False,none,0,PASS
BATCH-20260313-1618,IMG-01618,False,none,0,PASS
BATCH-20260313-1619,IMG-01619,False,none,0,PASS
BATCH-20260313-1620,IMG-01620,False,none,0,PASS
BATCH-20260313-1621,IMG-01621,False,none,0,PASS
BATCH-20260313-1622,IMG-01622,False,none,0,PASS
BATCH-20260313-1623,IMG-01623,False,none,0,PASS
BATCH-20260313-1624,IMG-01624,False,none,0,PASS
BATCH-20260313-1625,IMG-01625,False,none,0,PASS
BATCH-20260313-1626,IMG-01626,False,none,0,PASS
BATCH-20260313-1627,IMG-01627,False,none,0,PASS
BATCH-20260313-1628,IMG-01628,False,none,0,PASS
BATCH-20260313-1629,IMG-01629,True,sand_inclusion,5,REWORK
BATCH-20260313-1630,IMG-01630,False,none,0,PASS
BATCH-20260313-1631,IMG-01631,False,none,0,PASS
BATCH-20260313-1632,IMG-01632,False,none,0,PASS
BATCH-20260313-1633,IMG-01633,False,none,0,PASS
BATCH-20260313-1634,IMG-01634,False,none,0,PASS
BATCH-20260313-1635,IMG-01635,False,none,0,PASS
BATCH-20260313-1636,IMG-01636,False,none,0,PASS
BATCH-20260313-1637,IMG-01637,False,none,0,PASS
BATCH-20260313-1638,IMG-01638,False,none,0,PASS
BATCH-20260313-1639,IMG-01639,False,none,0,PASS
BATCH-20260313-1640,IMG-01640,False,none,0,PASS
BATCH-20260313-1641,IMG-01641,False,none,0,PASS
BATCH-20260313-1642,IMG-01642,False,none,0,PASS
BATCH-20260313-1643,IMG-01643,False,none,0,PASS
BATCH-20260313-1644,IMG-01644,False,none,0,PASS
BATCH-20260313-1645,IMG-01645,False,none,0,PASS
BATCH-20260313-1646,IMG-01646,False,none,0,PASS
BATCH-20260313-1647,IMG-01647,False,none,0,PASS
BATCH-20260313-1648,IMG-01648,False,none,0,PASS
BATCH-20260313-1649,IMG-01649,False,none,0,PASS
BATCH-20260313-1650,IMG-01650,False,none,0,PASS
BATCH-20260313-1651,IMG-01651,False,none,0,PASS
BATCH-20260313-1652,IMG-01652,False,none,0,PASS
BATCH-20260313-1653,IMG-01653,False,none,0,PASS
BATCH-20260313-1654,IMG-01654,False,none,0,PASS
BATCH-20260313-1655,IMG-01655,False,none,0,PASS
BATCH-20260313-1656,IMG-01656,False,none,0,PASS
BATCH-20260314-1657,IMG-01657,False,none,0,PASS
BATCH-20260314-1658,IMG-01658,False,none,0,PASS
BATCH-20260314-1659,IMG-01659,False,none,0,PASS
BATCH-20260314-1660,IMG-01660,False,none,0,PASS
BATCH-20260314-1661,IMG-01661,False,none,0,PASS
BATCH-20260314-1662,IMG-01662,False,none,0,PASS
BATCH-20260314-1663,IMG-01663,False,none,0,PASS
BATCH-20260314-1664,IMG-01664,False,none,0,PASS
BATCH-20260314-1665,IMG-01665,False,none,0,PASS
BATCH-20260314-1666,IMG-01666,True,hot_tear,2,PASS
BATCH-20260314-1667,IMG-01667,True,gas_porosity,4,REWORK
BATCH-20260314-1668,IMG-01668,False,none,0,PASS
BATCH-20260314-1669,IMG-01669,False,none,0,PASS
BATCH-20260314-1670,IMG-01670,False,none,0,PASS
BATCH-20260314-1671,IMG-01671,False,none,0,PASS
BATCH-20260314-1672,IMG-01672,False,none,0,PASS
BATCH-20260314-1673,IMG-01673,False,none,0,PASS
BATCH-20260314-1674,IMG-01674,False,none,0,PASS
BATCH-20260314-1675,IMG-01675,False,none,0,PASS
BATCH-20260314-1676,IMG-01676,False,none,0,PASS
BATCH-20260314-1677,IMG-01677,False,none,0,PASS
BATCH-20260314-1678,IMG-01678,False,none,0,PASS
BATCH-20260314-1679,IMG-01679,False,none,0,PASS
BATCH-20260314-1680,IMG-01680,False,none,0,PASS
BATCH-20260314-1681,IMG-01681,False,none,0,PASS
BATCH-20260314-1682,IMG-01682,False,none,0,PASS
BATCH-20260314-1683,IMG-01683,False,none,0,PASS
BATCH-20260314-1684,IMG-01684,False,none,0,PASS
BATCH-20260314-1685,IMG-01685,False,none,0,PASS
BATCH-20260314-1686,IMG-01686,False,none,0,PASS
BATCH-20260314-1687,IMG-01687,False,none,0,PASS
BATCH-20260314-1688,IMG-01688,False,none,0,PASS
BATCH-20260314-1689,IMG-01689,False,none,0,PASS
BATCH-20260314-1690,IMG-01690,False,none,0,PASS
BATCH-20260314-1691,IMG-01691,False,none,0,PASS
BATCH-20260314-1692,IMG-01692,False,none,0,PASS
BATCH-20260314-1693,IMG-01693,False,none,0,PASS
BATCH-20260314-1694,IMG-01694,False,none,0,PASS
BATCH-20260314-1695,IMG-01695,True,sand_inclusion,1,PASS
BATCH-20260314-1696,IMG-01696,True,sand_inclusion,5,REWORK
BATCH-20260314-1697,IMG-01697,False,none,0,PASS
BATCH-20260314-1698,IMG-01698,False,none,0,PASS
BATCH-20260314-1699,IMG-01699,False,none,0,PASS
BATCH-20260314-1700,IMG-01700,False,none,0,PASS
BATCH-20260314-1701,IMG-01701,False,none,0,PASS
BATCH-20260314-1702,IMG-01702,False,none,0,PASS
BATCH-20260314-1703,IMG-01703,False,none,0,PASS
BATCH-20260314-1704,IMG-01704,False,none,0,PASS
BATCH-20260314-1705,IMG-01705,False,none,0,PASS
BATCH-20260314-1706,IMG-01706,False,none,0,PASS
BATCH-20260314-1707,IMG-01707,True,shrinkage,5,REWORK
BATCH-20260314-1708,IMG-01708,False,none,0,PASS
BATCH-20260314-1709,IMG-01709,False,none,0,PASS
BATCH-20260314-1710,IMG-01710,False,none,0,PASS
BATCH-20260314-1711,IMG-01711,False,none,0,PASS
BATCH-20260314-1712,IMG-01712,False,none,0,PASS
BATCH-20260314-1713,IMG-01713,True,hot_tear,1,PASS
BATCH-20260314-1714,IMG-01714,False,none,0,PASS
BATCH-20260314-1715,IMG-01715,False,none,0,PASS
BATCH-20260314-1716,IMG-01716,True,hot_tear,1,PASS
BATCH-20260314-1717,IMG-01717,False,none,0,PASS
BATCH-20260314-1718,IMG-01718,True,gas_porosity,4,REWORK
BATCH-20260314-1719,IMG-01719,True,cold_shut,2,PASS
BATCH-20260314-1720,IMG-01720,False,none,0,PASS
BATCH-20260314-1721,IMG-01721,False,none,0,PASS
BATCH-20260314-1722,IMG-01722,False,none,0,PASS
BATCH-20260314-1723,IMG-01723,False,none,0,PASS
BATCH-20260314-1724,IMG-01724,False,none,0,PASS
BATCH-20260314-1725,IMG-01725,False,none,0,PASS
BATCH-20260314-1726,IMG-01726,False,none,0,PASS
BATCH-20260314-1727,IMG-01727,False,none,0,PASS
BATCH-20260314-1728,IMG-01728,False,none,0,PASS
BATCH-20260314-1729,IMG-01729,False,none,0,PASS
BATCH-20260314-1730,IMG-01730,False,none,0,PASS
BATCH-20260314-1731,IMG-01731,False,none,0,PASS
BATCH-20260314-1732,IMG-01732,False,none,0,PASS
BATCH-20260314-1733,IMG-01733,False,none,0,PASS
BATCH-20260314-1734,IMG-01734,False,none,0,PASS
BATCH-20260314-1735,IMG-01735,False,none,0,PASS
BATCH-20260314-1736,IMG-01736,False,none,0,PASS
BATCH-20260314-1737,IMG-01737,False,none,0,PASS
BATCH-20260314-1738,IMG-01738,False,none,0,PASS
BATCH-20260314-1739,IMG-01739,False,none,0,PASS
BATCH-20260314-1740,IMG-01740,True,gas_porosity,3,FAIL
BATCH-20260314-1741,IMG-01741,False,none,0,PASS
BATCH-20260314-1742,IMG-01742,False,none,0,PASS
BATCH-20260314-1743,IMG-01743,False,none,0,PASS
BATCH-20260314-1744,IMG-01744,False,none,0,PASS
BATCH-20260314-1745,IMG-01745,False,none,0,PASS
BATCH-20260314-1746,IMG-01746,False,none,0,PASS
BATCH-20260314-1747,IMG-01747,False,none,0,PASS
BATCH-20260314-1748,IMG-01748,False,none,0,PASS
BATCH-20260314-1749,IMG-01749,False,none,0,PASS
BATCH-20260314-1750,IMG-01750,False,none,0,PASS
BATCH-20260314-1751,IMG-01751,True,cold_shut,5,REWORK
BATCH-20260314-1752,IMG-01752,False,none,0,PASS
BATCH-20260314-1753,IMG-01753,False,none,0,PASS
BATCH-20260314-1754,IMG-01754,True,shrinkage,1,PASS
BATCH-20260314-1755,IMG-01755,False,none,0,PASS
BATCH-20260314-1756,IMG-01756,True,sand_inclusion,1,PASS
BATCH-20260314-1757,IMG-01757,False,none,0,PASS
BATCH-20260314-1758,IMG-01758,True,cold_shut,2,PASS
BATCH-20260314-1759,IMG-01759,False,none,0,PASS
BATCH-20260314-1760,IMG-01760,False,none,0,PASS
