batch_id,part_name,alloy_grade,mold_id,shift,cycle_number,production_order,furnace_id,molding_machine_id,pouring_station_id,period,target_temperature,target_pour_time,mold_made_at,pour_time,inspection_time,production_date
BATCH-20260309-1099,Transmission_Housing_v1,6061,MOLD-1099,B,2858,PO-20260309-1099,FURNACE_1,MOLDING_LINE_2,LADLE_2,normal,1378.9348082108845,2026-03-09 13:43:13,2026-03-09 00:51:13,2026-03-09 13:43:13,2026-03-09 19:43:13,2026-03-09
BATCH-20260309-1100,Turbo_Housing_v1,A380,MOLD-1100,A,3555,PO-20260309-1100,FURNACE_3,MOLDING_LINE_3,LADLE_1,normal,1399.687781819026,2026-03-10 01:36:36,2026-03-09 07:02:36,2026-03-10 01:36:36,2026-03-10 16:36:36,2026-03-09
BATCH-20260309-1101,Steering_Knuckle_v1,C25,MOLD-1101,C,3832,PO-20260309-1101,FURNACE_2,MOLDING_LINE_1,LADLE_1,normal,1435.4928309701033,2026-03-09 19:33:51,2026-03-08 18:37:51,2026-03-09 19:33:51,2026-03-10 02:33:51,2026-03-09
BATCH-20260309-1102,Intake_Manifold_v1,6061,MOLD-1102,A,3096,PO-20260309-1102,FURNACE_2,MOLDING_LINE_3,LADLE_2,normal,1368.6141373827195,2026-03-09 17:05:49,2026-03-09 10:29:49,2026-03-09 17:05:49,2026-03-10 05:05:49,2026-03-09
BATCH-20260309-1103,Wheel_Hub_v2,FG250,MOLD-1103,A,7398,PO-20260309-1103,FURNACE_2,MOLDING_LINE_2,LADLE_2,normal,1403.5670289050913,2026-03-10 05:24:21,2026-03-09 22:25:21,2026-03-10 05:24:21,2026-03-10 08:24:21,2026-03-09
BATCH-20260309-1104,Suspension_Arm_v1,C25,MOLD-1104,A,5690,PO-20260309-1104,FURNACE_1,MOLDING_LINE_2,LADLE_2,normal,1455.6144851040685,2026-03-09 10:47:54,2026-03-09 00:38:54,2026-03-09 10:47:54,2026-03-09 14:47:54,2026-03-09
BATCH-20260309-1105,Wheel_Hub_v2,C45,MOLD-1105,B,7953,PO-20260309-1105,FURNACE_2,MOLDING_LINE_3,LADLE_2,normal,1438.0103978694062,2026-03-09 22:51:12,2026-03-09 05:50:12,2026-03-09 22:51:12,2026-03-10 04:51:12,2026-03-09
BATCH-20260309-1106,Transmission_Housing_v1,C45,MOLD-1106,B,7556,PO-20260309-1106,FURNACE_3,MOLDING_LINE_1,LADLE_1,normal,1450.732261016839,2026-03-09 15:54:50,2026-03-08 18:31:50,2026-03-09 15:54:50,2026-03-09 23:54:50,2026-03-09
BATCH-20260309-1107,Brake_Drum_v2,FG300,MOLD-1107,C,6274,PO-20260309-1107,FURNACE_2,MOLDING_LINE_1,LADLE_1,normal,1401.6491477601262,2026-03-09 17:51:37,2026-03-08 17:56:37,2026-03-09 17:51:37,2026-03-10 04:51:37,2026-03-09
BATCH-20260309-1108,Suspension_Arm_v1,FG250,MOLD-1108,C,659,PO-20260309-1108,FURNACE_1,MOLDING_LINE_1,LADLE_1,normal,1401.0897633547104,2026-03-09 12:29:01,2026-03-08 20:09:01,2026-03-09 12:29:01,2026-03-09 16:29:01,2026-03-09
BATCH-20260309-1109,Exhaust_Manifold_v1,FG300,MOLD-1109,C,2824,PO-20260309-1109,FURNACE_3,MOLDING_LINE_2,LADLE_1,normal,1413.414086261042,2026-03-09 14:08:15,2026-03-09 01:43:15,2026-03-09 14:08:15,2026-03-09 17:08:15,2026-03-09
BATCH-20260309-1110,Suspension_Arm_v2,A380,MOLD-1110,B,2608,PO-20260309-1110,FURNACE_3,MOLDING_LINE_1,LADLE_1,normal,1369.3786956848585,2026-03-09 11:37:15,2026-03-08 14:38:15,2026-03-09 11:37:15,2026-03-09 16:37:15,2026-03-09
BATCH-20260309-1111,Engine_Bracket_v2,C45,MOLD-1111,B,6066,PO-20260309-1111,FURNACE_3,MOLDING_LINE_1,LADLE_2,normal,1449.2985597267195,2026-03-09 11:57:41,2026-03-08 18:51:41,2026-03-09 11:57:41,2026-03-10 02:57:41,2026-03-09
BATCH-20260309-1112,Exhaust_Manifold_v1,A356,MOLD-1112,B,6158,PO-20260309-1112,FURNACE_2,MOLDING_LINE_3,LADLE_1,normal,1380.5283261832483,2026-03-10 05:08:04,2026-03-09 23:21:04,2026-03-10 05:08:04,2026-03-10 09:08:04,2026-03-09
BATCH-20260309-1113,Intake_Manifold_v2,FG250,MOLD-1113,A,5358,PO-20260309-1113,FURNACE_2,MOLDING_LINE_2,LADLE_1,normal,1403.7710658973801,2026-03-09 21:16:50,2026-03-09 14:29:50,2026-03-09 21:16:50,2026-03-10 06:16:50,2026-03-09
BATCH-20260309-1114,Engine_Bracket_v1,6061,MOLD-1114,A,5590,PO-20260309-1114,FURNACE_2,MOLDING_LINE_2,LADLE_1,normal,1358.1771438562184,2026-03-09 13:38:56,2026-03-08 19:32:56,2026-03-09 13:38:56,2026-03-09 19:38:56,2026-03-09
BATCH-20260309-1115,Brake_Drum_v1,A380,MOLD-1115,A,3146,PO-20260309-1115,FURNACE_1,MOLDING_LINE_2,LADLE_1,normal,1378.7341104846337,2026-03-10 01:30:09,2026-03-09 17:50:09,2026-03-10 01:30:09,2026-03-10 08:30:09,2026-03-09
BATCH-20260309-1116,Engine_Bracket_v1,A380,MOLD-1116,A,950,PO-20260309-1116,FURNACE_2,MOLDING_LINE_2,LADLE_2,normal,1387.1032504864475,2026-03-10 00:26:17,2026-03-09 18:33:17,2026-03-10 00:26:17,2026-03-10 12:26:17,2026-03-09
BATCH-20260309-1117,Suspension_Arm_v2,A356,MOLD-1117,C,4356,PO-20260309-1117,FURNACE_2,MOLDING_LINE_1,LADLE_1,normal,1399.036725395942,2026-03-10 05:15:39,2026-03-09 09:58:39,2026-03-10 05:15:39,2026-03-10 19:15:39,2026-03-09
BATCH-20260309-1118,Turbo_Housing_v1,ADI_2,MOLD-1118,A,3808,PO-20260309-1118,FURNACE_3,MOLDING_LINE_3,LADLE_2,normal,1446.0932825722741,2026-03-09 20:27:42,2026-03-09 13:57:42,2026-03-09 20:27:42,2026-03-10 03:27:42,2026-03-09
BATCH-20260309-1119,Wheel_Hub_v2,FG250,MOLD-1119,C,5530,PO-20260309-1119,FURNACE_3,MOLDING_LINE_2,LADLE_2,normal,1409.7991775991195,2026-03-09 17:47:24,2026-03-09 11:15:24,2026-03-09 17:47:24,2026-03-10 02:47:24,2026-03-09
BATCH-20260309-1120,Wheel_Hub_v2,A380,MOLD-1120,A,4881,PO-20260309-1120,FURNACE_2,MOLDING_LINE_2,LADLE_2,normal,1381.7991349978802,2026-03-09 17:38:56,2026-03-09 12:46:56,2026-03-09 17:38:56,2026-03-09 23:38:56,2026-03-09
BATCH-20260309-1121,Engine_Bracket_v1,ADI_1,MOLD-1121,A,1185,PO-20260309-1121,FURNACE_1,MOLDING_LINE_3,LADLE_1,normal,1427.563277658874,2026-03-09 11:41:58,2026-03-08 19:03:58,2026-03-09 11:41:58,2026-03-10 00:41:58,2026-03-09
BATCH-20260309-1122,Turbo_Housing_v2,ADI_1,MOLD-1122,C,2676,PO-20260309-1122,FURNACE_3,MOLDING_LINE_3,LADLE_2,normal,1422.4384588345301,2026-03-10 01:11:57,2026-03-09 06:57:57,2026-03-10 01:11:57,2026-03-10 10:11:57,2026-03-09
BATCH-20260309-1123,Brake_Drum_v1,A380,MOLD-1123,C,6138,PO-20260309-1123,FURNACE_3,MOLDING_LINE_1,LADLE_2,normal,1396.3720275598546,2026-03-09 21:21:23,2026-03-09 14:34:23,2026-03-09 21:21:23,2026-03-10 10:21:23,2026-03-09
BATCH-20260309-1124,Transmission_Housing_v1,FG260,MOLD-1124,B,5043,PO-20260309-1124,FURNACE_1,MOLDING_LINE_1,LADLE_2,normal,1449.644288578809,2026-03-09 17:31:41,2026-03-08 23:59:41,2026-03-09 17:31:41,2026-03-09 21:31:41,2026-03-09
BATCH-20260309-1125,Cylinder_Block_v2,A356,MOLD-1125,C,5644,PO-20260309-1125,FURNACE_2,MOLDING_LINE_1,LADLE_2,normal,1363.7393376778325,2026-03-10 02:40:56,2026-03-09 03:42:56,2026-03-10 02:40:56,2026-03-10 16:40:56,2026-03-09
BATCH-20260309-1126,Turbo_Housing_v2,A380,MOLD-1126,A,1697,PO-20260309-1126,FURNACE_3,MOLDING_LINE_2,LADLE_2,normal,1350.2525524821813,2026-03-09 14:40:41,2026-03-09 00:45:41,2026-03-09 14:40:41,2026-03-09 16:40:41,2026-03-09
BATCH-20260309-1127,Suspension_Arm_v1,C45,MOLD-1127,C,5809,PO-20260309-1127,FURNACE_2,MOLDING_LINE_1,LADLE_1,normal,1433.4894862851827,2026-03-09 07:45:53,2026-03-08 13:40:53,2026-03-09 07:45:53,2026-03-09 13:45:53,2026-03-09
BATCH-20260309-1128,Turbo_Housing_v2,6061,MOLD-1128,C,3897,PO-20260309-1128,FURNACE_2,MOLDING_LINE_3,LADLE_2,normal,1377.0728962082562,2026-03-09 19:37:07,2026-03-09 06:49:07,2026-03-09 19:37:07,2026-03-10 01:37:07,2026-03-09
BATCH-20260309-1129,Wheel_Hub_v2,6061,MOLD-1129,A,5716,PO-20260309-1129,FURNACE_2,MOLDING_LINE_3,LADLE_2,normal,1360.5318697289529,2026-03-10 03:31:13,2026-03-09 22:18:13,2026-03-10 03:31:13,2026-03-10 10:31:13,2026-03-09
BATCH-20260309-1130,Turbo_Housing_v1,FG260,MOLD-1130,C,6128,PO-20260309-1130,FURNACE_2,MOLDING_LINE_3,LADLE_2,normal,1385.816439870958,2026-03-09 13:32:23,2026-03-08 20:11:23,2026-03-09 13:32:23,2026-03-09 15:32:23,2026-03-09
BATCH-20260309-1131,Wheel_Hub_v1,6061,MOLD-1131,C,1366,PO-20260309-1131,FURNACE_2,MOLDING_LINE_1,LADLE_1,normal,1381.243134880415,2026-03-10 02:23:54,2026-03-09 10:16:54,2026-03-10 02:23:54,2026-03-10 16:23:54,2026-03-09
BATCH-20260309-1132,Cylinder_Block_v1,ADI_2,MOLD-1132,C,4404,PO-20260309-1132,FURNACE_3,MOLDING_LINE_2,LADLE_1,normal,1442.5170601552022,2026-03-10 06:06:43,2026-03-09 13:43:43,2026-03-10 06:06:43,2026-03-10 20:06:43,2026-03-09
BATCH-20260309-1133,Intake_Manifold_v2,ADI_1,MOLD-1133,A,6283,PO-20260309-1133,FURNACE_3,MOLDING_LINE_2,LADLE_1,normal,1471.8935973163475,2026-03-09 11:29:41,2026-03-08 18:47:41,2026-03-09 11:29:41,2026-03-09 19:29:41,2026-03-09
BATCH-20260309-1134,Intake_Manifold_v2,A380,MOLD-1134,C,5442,PO-20260309-1134,FURNACE_2,MOLDING_LINE_2,LADLE_2,normal,1381.5137830025103,2026-03-09 21:51:15,2026-03-08 23:36:15,2026-03-09 21:51:15,2026-03-10 11:51:15,2026-03-09
BATCH-20260309-1135,Engine_Bracket_v1,6061,MOLD-1135,B,1456,PO-20260309-1135,FURNACE_2,MOLDING_LINE_2,LADLE_1,normal,1396.1955278640023,2026-03-09 18:32:11,2026-03-08 21:34:11,2026-03-09 18:32:11,2026-03-10 09:32:11,2026-03-09
BATCH-20260309-1136,Wheel_Hub_v1,6061,MOLD-1136,C,5351,PO-20260309-1136,FURNACE_1,MOLDING_LINE_3,LADLE_1,normal,1369.1676711962216,2026-03-09 22:11:55,2026-03-09 07:33:55,2026-03-09 22:11:55,2026-03-10 13:11:55,2026-03-09
BATCH-20260309-1137,Cylinder_Block_v1,C45,MOLD-1137,A,5998,PO-20260309-1137,FURNACE_1,MOLDING_LINE_3,LADLE_1,normal,1455.9740902053943,2026-03-09 22:07:21,2026-03-09 04:13:21,2026-03-09 22:07:21,2026-03-10 10:07:21,2026-03-09
BATCH-20260309-1138,Intake_Manifold_v1,C45,MOLD-1138,C,187,PO-20260309-1138,FURNACE_2,MOLDING_LINE_3,LADLE_1,normal,1477.110764847828,2026-03-09 22:40:58,2026-03-09 16:52:58,2026-03-09 22:40:58,2026-03-10 03:40:58,2026-03-09
BATCH-20260309-1139,Intake_Manifold_v2,FG300,MOLD-1139,B,7678,PO-20260309-1139,FURNACE_2,MOLDING_LINE_3,LADLE_1,normal,1392.2647695470737,2026-03-10 05:33:39,2026-03-09 03:53:39,2026-03-10 05:33:39,2026-03-10 15:33:39,2026-03-09
BATCH-20260309-1140,Cylinder_Block_v1,ADI_1,MOLD-1140,C,3635,PO-20260309-1140,FURNACE_2,MOLDING_LINE_2,LADLE_1,normal,1461.0202654912691,2026-03-09 14:23:26,2026-03-08 23:16:26,2026-03-09 14:23:26,2026-03-09 17:23:26,2026-03-09
BATCH-20260309-1141,Brake_Drum_v1,C45,MOLD-1141,B,573,PO-20260309-1141,FURNACE_1,MOLDING_LINE_1,LADLE_2,normal,1463.3227757941816,2026-03-09 16:22:24,2026-03-09 05:48:24,2026-03-09 16:22:24,2026-03-10 04:22:24,2026-03-09
BATCH-20260309-1142,Engine_Bracket_v1,FG260,MOLD-1142,B,4973,PO-20260309-1142,FURNACE_2,MOLDING_LINE_3,LADLE_1,normal,1430.105639654113,2026-03-09 07:51:02,2026-03-09 01:15:02,2026-03-09 07:51:02,2026-03-09 16:51:02,2026-03-09
BATCH-20260310-1143,Cylinder_Block_v2,ADI_2,MOLD-1143,B,7598,PO-20260310-1143,FURNACE_3,MOLDING_LINE_1,LADLE_2,normal,1443.9657663032224,2026-03-11 02:57:54,2026-03-10 21:26:54,2026-03-11 02:57:54,2026-03-11 17:57:54,2026-03-10
BATCH-20260310-1144,Brake_Drum_v1,FG260,MOLD-1144,A,3003,PO-20260310-1144,FURNACE_2,MOLDING_LINE_3,LADLE_1,normal,1430.539595051309,2026-03-11 02:01:31,2026-03-10 00:37:31,2026-03-11 02:01:31,2026-03-11 16:01:31,2026-03-10
BATCH-20260310-1145,Suspension_Arm_v2,ADI_1,MOLD-1145,B,5809,PO-20260310-1145,FURNACE_1,MOLDING_LINE_2,LADLE_1,normal,1447.4945212450007,2026-03-10 22:02:58,2026-03-10 07:01:58,2026-03-10 22:02:58,2026-03-11 12:02:58,2026-03-10
BATCH-20260310-1146,Suspension_Arm_v1,A356,MOLD-1146,B,6237,PO-20260310-1146,FURNACE_3,MOLDING_LINE_2,LADLE_2,normal,1379.7214064880254,2026-03-11 01:06:51,2026-03-10 12:53:51,2026-03-11 01:06:51,2026-03-11 07:06:51,2026-03-10
BATCH-20260310-1147,Exhaust_Manifold_v1,A356,MOLD-1147,C,5865,PO-20260310-1147,FURNACE_2,MOLDING_LINE_3,LADLE_2,normal,1365.333136523065,2026-03-10 12:11:52,2026-03-10 03:05:52,2026-03-10 12:11:52,2026-03-10 14:11:52,2026-03-10
BATCH-20260310-1148,Suspension_Arm_v1,ADI_2,MOLD-1148,A,2395,PO-20260310-1148,FURNACE_3,MOLDING_LINE_3,LADLE_1,normal,1428.7915684018058,2026-03-10 13:15:49,2026-03-09 13:45:49,2026-03-10 13:15:49,2026-03-11 02:15:49,2026-03-10
BATCH-20260310-1149,Intake_Manifold_v2,C45,MOLD-1149,B,5908,PO-20260310-1149,FURNACE_1,MOLDING_LINE_3,LADLE_1,normal,1435.5652703482635,2026-03-10 20:32:21,2026-03-10 07:59:21,2026-03-10 20:32:21,2026-03-11 11:32:21,2026-03-10
BATCH-20260310-1150,Intake_Manifold_v1,A356,MOLD-1150,C,3097,PO-20260310-1150,FURNACE_1,MOLDING_LINE_3,LADLE_2,normal,1376.166870957003,2026-03-11 02:02:02,2026-03-10 04:31:02,2026-03-11 02:02:02,2026-03-11 13:02:02,2026-03-10
BATCH-20260310-1151,Intake_Manifold_v1,6061,MOLD-1151,B,2534,PO-20260310-1151,FURNACE_1,MOLDING_LINE_3,LADLE_1,normal,1367.1183497551178,2026-03-11 01:17:02,2026-03-09 23:40:02,2026-03-11 01:17:02,2026-03-11 10:17:02,2026-03-10
BATCH-20260310-1152,Brake_Drum_v1,ADI_1,MOLD-1152,B,6929,PO-20260310-1152,FURNACE_2,MOLDING_LINE_2,LADLE_1,normal,1470.3986281512334,2026-03-10 14:35:57,2026-03-10 02:30:57,2026-03-10 14:35:57,2026-03-11 01:35:57,2026-03-10
BATCH-20260310-1153,Cylinder_Block_v2,A380,MOLD-1153,C,7878,PO-20260310-1153,FURNACE_1,MOLDING_LINE_2,LADLE_1,normal,1363.5736780439631,2026-03-11 02:20:57,2026-03-10 14:04:57,2026-03-11 02:20:57,2026-03-11 14:20:57,2026-03-10
BATCH-20260310-1154,Turbo_Housing_v1,C25,MOLD-1154,A,5332,PO-20260310-1154,FURNACE_1,MOLDING_LINE_2,LADLE_1,normal,1461.3819423033297,2026-03-11 02:05:11,2026-03-10 04:28:11,2026-03-11 02:05:11,2026-03-11 11:05:11,2026-03-10
BATCH-20260310-1155,Turbo_Housing_v2,ADI_2,MOLD-1155,C,7516,PO-20260310-1155,FURNACE_2,MOLDING_LINE_1,LADLE_1,normal,1464.000235124242,2026-03-10 15:47:24,2026-03-10 03:55:24,2026-03-10 15:47:24,2026-03-10 17:47:24,2026-03-10
BATCH-20260310-1156,Intake_Manifold_v2,ADI_1,MOLD-1156,A,4399,PO-20260310-1156,FURNACE_3,MOLDING_LINE_3,LADLE_2,normal,1447.8562775693551,2026-03-10 09:27:05,2026-03-10 00:19:05,2026-03-10 09:27:05,2026-03-10 11:27:05,2026-03-10
BATCH-20260310-1157,Brake_Drum_v1,6061,MOLD-1157,A,1762,PO-20260310-1157,FURNACE_2,MOLDING_LINE_1,LADLE_1,normal,1377.1184416820763,2026-03-10 08:46:35,2026-03-09 17:51:35,2026-03-10 08:46:35,2026-03-10 17:46:35,2026-03-10
BATCH-20260310-1158,Turbo_Housing_v1,A380,MOLD-1158,A,5202,PO-20260310-1158,FURNACE_3,MOLDING_LINE_2,LADLE_1,normal,1379.446877094271,2026-03-11 05:28:59,2026-03-10 08:46:59,2026-03-11 05:28:59,2026-03-11 07:28:59,2026-03-10
BATCH-20260310-1159,Engine_Bracket_v2,C45,MOLD-1159,B,3960,PO-20260310-1159,FURNACE_2,MOLDING_LINE_3,LADLE_1,normal,1439.7183639588773,2026-03-11 05:24:12,2026-03-10 10:22:12,2026-03-11 05:24:12,2026-03-11 19:24:12,2026-03-10
BATCH-20260310-1160,Steering_Knuckle_v2,ADI_1,MOLD-1160,B,914,PO-20260310-1160,FURNACE_2,MOLDING_LINE_3,LADLE_2,normal,1457.5553033232884,2026-03-11 01:46:17,2026-03-10 11:43:17,2026-03-11 01:46:17,2026-03-11 16:46:17,2026-03-10
BATCH-20260310-1161,Suspension_Arm_v2,6061,MOLD-1161,A,775,PO-20260310-1161,FURNACE_1,MOLDING_LINE_1,LADLE_2,normal,1383.64880953157,2026-03-10 13:47:58,2026-03-09 17:37:58,2026-03-10 13:47:58,2026-03-10 23:47:58,2026-03-10
BATCH-20260310-1162,Brake_Drum_v1,ADI_1,MOLD-1162,A,4346,PO-20260310-1162,FURNACE_2,MOLDING_LINE_3,LADLE_2,normal,1439.2009516506287,2026-03-10 23:02:10,2026-03-10 08:08:10,2026-03-10 23:02:10,2026-03-11 13:02:10,2026-03-10
BATCH-20260310-1163,Turbo_Housing_v1,FG300,MOLD-1163,B,6983,PO-20260310-1163,FURNACE_1,MOLDING_LINE_1,LADLE_2,normal,1435.0067789258392,2026-03-11 00:58:49,2026-03-10 16:10:49,2026-03-11 00:58:49,2026-03-11 05:58:49,2026-03-10
BATCH-20260310-1164,Suspension_Arm_v2,C45,MOLD-1164,B,3867,PO-20260310-1164,FURNACE_3,MOLDING_LINE_2,LADLE_1,normal,1475.9706127328525,2026-03-10 12:56:01,2026-03-09 12:45:01,2026-03-10 12:56:01,2026-03-10 22:56:01,2026-03-10
BATCH-20260310-1165,Wheel_Hub_v2,A356,MOLD-1165,B,47,PO-20260310-1165,FURNACE_2,MOLDING_LINE_2,LADLE_2,normal,1388.1347624276293,2026-03-10 18:12:15,2026-03-10 02:03:15,2026-03-10 18:12:15,2026-03-11 01:12:15,2026-03-10
BATCH-20260310-1166,Brake_Drum_v2,6061,MOLD-1166,B,5871,PO-20260310-1166,FURNACE_1,MOLDING_LINE_3,LADLE_1,normal,1360.430452101698,2026-03-10 21:57:43,2026-03-10 15:42:43,2026-03-10 21:57:43,2026-03-11 09:57:43,2026-03-10
BATCH-20260310-1167,Engine_Bracket_v2,A380,MOLD-1167,B,5060,PO-20260310-1167,FURNACE_3,MOLDING_LINE_3,LADLE_1,normal,1389.8737308438792,2026-03-10 15:52:05,2026-03-10 02:19:05,2026-03-10 15:52:05,2026-03-10 22:52:05,2026-03-10
BATCH-20260310-1168,Exhaust_Manifold_v1,FG300,MOLD-1168,B,7756,PO-20260310-1168,FURNACE_3,MOLDING_LINE_2,LADLE_2,normal,1446.6431756167062,2026-03-11 01:01:41,2026-03-10 06:18:41,2026-03-11 01:01:41,2026-03-11 04:01:41,2026-03-10
BATCH-20260310-1169,Turbo_Housing_v2,C45,MOLD-1169,B,2262,PO-20260310-1169,FURNACE_1,MOLDING_LINE_1,LADLE_1,normal,1458.377719972741,2026-03-10 08:41:29,2026-03-09 15:40:29,2026-03-10 08:41:29,2026-03-10 14:41:29,2026-03-10
BATCH-20260310-1170,Suspension_Arm_v2,FG300,MOLD-1170,C,7160,PO-20260310-1170,FURNACE_1,MOLDING_LINE_2,LADLE_2,normal,1437.7017489122159,2026-03-11 02:41:03,2026-03-10 10:35:03,2026-03-11 02:41:03,2026-03-11 05:41:03,2026-03-10
BATCH-20260310-1171,Steering_Knuckle_v2,FG260,MOLD-1171,B,6696,PO-20260310-1171,FURNACE_1,MOLDING_LINE_2,LADLE_2,normal,1418.9672102568443,2026-03-10 13:11:35,2026-03-09 13:28:35,2026-03-10 13:11:35,2026-03-10 18:11:35,2026-03-10
BATCH-20260310-1172,Wheel_Hub_v1,A356,MOLD-1172,B,1866,PO-20260310-1172,FURNACE_3,MOLDING_LINE_1,LADLE_1,normal,1366.0633565740013,2026-03-10 17:14:36,2026-03-10 12:36:36,2026-03-10 17:14:36,2026-03-11 08:14:36,2026-03-10
BATCH-20260310-1173,Transmission_Housing_v1,ADI_2,MOLD-1173,C,3366,PO-20260310-1173,FURNACE_3,MOLDING_LINE_1,LADLE_1,normal,1427.1514262149813,2026-03-10 23:41:38,2026-03-10 07:46:38,2026-03-10 23:41:38,2026-03-11 11:41:38,2026-03-10
BATCH-20260310-1174,Steering_Knuckle_v1,FG250,MOLD-1174,C,7863,PO-20260310-1174,FURNACE_2,MOLDING_LINE_1,LADLE_2,normal,1449.6958124804935,2026-03-10 22:09:31,2026-03-10 05:33:31,2026-03-10 22:09:31,2026-03-11 13:09:31,2026-03-10
BATCH-20260310-1175,Wheel_Hub_v1,FG260,MOLD-1175,C,6395,PO-20260310-1175,FURNACE_1,MOLDING_LINE_3,LADLE_1,normal,1448.1959275832799,2026-03-11 01:27:28,2026-03-10 10:21:28,2026-03-11 01:27:28,2026-03-11 12:27:28,2026-03-10
BATCH-20260310-1176,Cylinder_Block_v3,C45,MOLD-1176,B,6285,PO-20260310-1176,FURNACE_3,MOLDING_LINE_3,LADLE_1,normal,1465.1144409506396,2026-03-10 11:40:23,2026-03-09 13:05:23,2026-03-10 11:40:23,2026-03-11 02:40:23,2026-03-10
BATCH-20260310-1177,Brake_Drum_v2,A356,MOLD-1177,A,6399,PO-20260310-1177,FURNACE_1,MOLDING_LINE_3,LADLE_2,normal,1372.7023540167936,2026-03-10 23:08:25,2026-03-10 09:41:25,2026-03-10 23:08:25,2026-03-11 12:08:25,2026-03-10
BATCH-20260310-1178,Cylinder_Block_v1,C45,MOLD-1178,B,1233,PO-20260310-1178,FURNACE_1,MOLDING_LINE_1,LADLE_1,normal,1439.3430585088504,2026-03-10 23:27:35,2026-03-10 17:44:35,2026-03-10 23:27:35,2026-03-11 05:27:35,2026-03-10
BATCH-20260310-1179,Intake_Manifold_v2,C45,MOLD-1179,B,1215,PO-20260310-1179,FURNACE_3,MOLDING_LINE_3,LADLE_1,normal,1431.330842572298,2026-03-10 17:03:28,2026-03-10 04:25:28,2026-03-10 17:03:28,2026-03-11 02:03:28,2026-03-10
BATCH-20260310-1180,Steering_Knuckle_v2,C45,MOLD-1180,A,2683,PO-20260310-1180,FURNACE_1,MOLDING_LINE_3,LADLE_2,normal,1477.2796356987656,2026-03-10 14:12:19,2026-03-10 00:30:19,2026-03-10 14:12:19,2026-03-10 16:12:19,2026-03-10
BATCH-20260310-1181,Intake_Manifold_v1,A380,MOLD-1181,B,7190,PO-20260310-1181,FURNACE_1,MOLDING_LINE_1,LADLE_2,normal,1351.3648219918132,2026-03-10 18:23:51,2026-03-10 06:28:51,2026-03-10 18:23:51,2026-03-11 00:23:51,2026-03-10
BATCH-20260310-1182,Intake_Manifold_v2,A380,MOLD-1182,A,6316,PO-20260310-1182,FURNACE_2,MOLDING_LINE_2,LADLE_2,normal,1359.9318866452695,2026-03-10 22:33:24,2026-03-10 15:00:24,2026-03-10 22:33:24,2026-03-11 07:33:24,2026-03-10
BATCH-20260310-1183,Steering_Knuckle_v1,C45,MOLD-1183,C,986,PO-20260310-1183,FURNACE_3,MOLDING_LINE_1,LADLE_1,normal,1465.3963814122847,2026-03-10 20:32:13,2026-03-09 21:51:13,2026-03-10 20:32:13,2026-03-11 00:32:13,2026-03-10
BATCH-20260310-1184,Intake_Manifold_v2,ADI_1,MOLD-1184,A,918,PO-20260310-1184,FURNACE_3,MOLDING_LINE_2,LADLE_2,normal,1435.3170722016998,2026-03-11 00:58:28,2026-03-10 00:48:28,2026-03-11 00:58:28,2026-03-11 08:58:28,2026-03-10
BATCH-20260310-1185,Engine_Bracket_v2,A380,MOLD-1185,A,3557,PO-20260310-1185,FURNACE_2,MOLDING_LINE_2,LADLE_2,normal,1391.8267317359544,2026-03-10 23:56:13,2026-03-10 18:38:13,2026-03-10 23:56:13,2026-03-11 13:56:13,2026-03-10
BATCH-20260310-1186,Engine_Bracket_v1,6061,MOLD-1186,A,6943,PO-20260310-1186,FURNACE_2,MOLDING_LINE_3,LADLE_2,normal,1352.2684746014834,2026-03-10 18:49:52,2026-03-10 05:56:52,2026-03-10 18:49:52,2026-03-11 06:49:52,2026-03-10
BATCH-20260310-1187,Brake_Drum_v2,FG300,MOLD-1187,C,1719,PO-20260310-1187,FURNACE_2,MOLDING_LINE_1,LADLE_1,normal,1421.7343141598003,2026-03-10 15:49:56,2026-03-10 06:03:56,2026-03-10 15:49:56,2026-03-11 01:49:56,2026-03-10
BATCH-20260310-1188,Intake_Manifold_v1,FG300,MOLD-1188,C,7578,PO-20260310-1188,FURNACE_1,MOLDING_LINE_3,LADLE_1,normal,1405.5547607059436,2026-03-10 17:30:15,2026-03-10 01:40:15,2026-03-10 17:30:15,2026-03-11 01:30:15,2026-03-10
BATCH-20260310-1189,Transmission_Housing_v2,A380,MOLD-1189,C,212,PO-20260310-1189,FURNACE_2,MOLDING_LINE_2,LADLE_2,normal,1351.4239090618748,2026-03-10 11:31:58,2026-03-10 00:58:58,2026-03-10 11:31:58,2026-03-10 16:31:58,2026-03-10
BATCH-20260310-1190,Brake_Drum_v2,A380,MOLD-1190,A,123,PO-20260310-1190,FURNACE_3,MOLDING_LINE_2,LADLE_1,normal,1357.9086289182735,2026-03-10 18:38:21,2026-03-10 14:04:21,2026-03-10 18:38:21,2026-03-11 07:38:21,2026-03-10
BATCH-20260310-1191,Brake_Drum_v1,6061,MOLD-1191,B,4942,PO-20260310-1191,FURNACE_2,MOLDING_LINE_3,LADLE_2,normal,1356.720269790633,2026-03-10 20:04:40,2026-03-10 07:41:40,2026-03-10 20:04:40,2026-03-10 23:04:40,2026-03-10
